area	subarea	path	ext	hit_lines	md_fenced_lines	md_inline_lines	what_it_is	origin	needed_change	class	class_basis	note
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/manual-testing-playbook/script-entry-points/append-mode-event-script.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/manual-testing-playbook/state-safety/atomic-state-deferred-writer.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/manual-testing-playbook/state-safety/atomic-state-integrity-helpers.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/manual-testing-playbook/state-safety/atomic-state-serialize-diff.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/manual-testing-playbook/state-safety/jsonl-lock-held-merge.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/manual-testing-playbook/state-safety/jsonl-repair.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/manual-testing-playbook/state-safety/loop-lock-heartbeat-hardening.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/manual-testing-playbook/state-safety/loop-lock-single-flight-decision.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/manual-testing-playbook/state-safety/loop-lock.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/manual-testing-playbook/state-safety/torn-tail-recovery-marker-ordering.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/manual-testing-playbook/testing/hermetic-test-isolation.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/manual-testing-playbook/testing/record-replay-cassette-harness.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/manual-testing-playbook/validation/llm-judge-hardening.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/manual-testing-playbook/validation/mk-deep-loop-guard.md	md	9	0	9	documentation (9 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/references/coverage-graph-schema.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/references/integration-points.md	md	29	9	20	documentation (9 fenced (runnable); 20 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/references/script-interface-contract.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/scripts/README.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/scripts/check-contract-drift.cjs	cjs	12			constructs/matches `.opencode` as a contract (sentinel, gate, installer, hook)	authored	decide the contract (compat vs rename) then rewrite; gates self-disengage if missed	manual	rule:contract-or-ci	defines what .opencode means or scopes a gate on it; a blind rewrite changes behaviour or silences a check
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/scripts/check-ledger-stem-producers.cjs	cjs	10			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/scripts/check-protocol-append-sites.cjs	cjs	2			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/scripts/compile-command-contracts.cjs	cjs	79			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/scripts/fanout-run.cjs	cjs	4			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/scripts/lib/README.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/scripts/lib/cli-guards.cjs	cjs	2			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/scripts/reduce-state.cjs	cjs	1			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/scripts/render-command-contract.cjs	cjs	7			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-deep-loop	runtime	.opencode/skills/system-deep-loop/runtime/scripts/runtime-bootstrap.cjs	cjs	1			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/README.md	md	1	1	0	test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	swe2 only	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/council/README.md	md	1	1	0	test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	swe2 only	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/council/session-state-hierarchy.vitest.ts	ts	1			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/fanout-loop-prompt-in-process.test.ts	ts	1			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/fixtures/README.md	md	1	1	0	test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	swe2 only	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/fixtures/council-value/README.md	md	1	1	0	test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	swe2 only	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/fixtures/council-value/data/README.md	md	1	1	0	test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	swe2 only	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/fixtures/council-value/seed-helpers.ts	ts	1			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	manual	rule:recorded-fixture (judgment)	recorded or golden fixture; rewrite only together with the assertion that reads it
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/helpers/README.md	md	1	1	0	test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	swe2 only	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/helpers/spawn-cjs.ts	ts	2			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/hierarchical-budgets/README.md	md	1	1	0	test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	swe2 only	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/integration/README.md	md	1	1	0	test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	swe2 only	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/lifecycle/README.md	md	1	1	0	test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	swe2 only	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/stress/cli-adapter/validate-playbook-package.cjs	cjs	1			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/unit/README.md	md	1	1	0	test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	swe2 only	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/unit/append-mode-event-cli.vitest.ts	ts	1			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/unit/check-contract-drift.vitest.ts	ts	2			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/unit/check-ledger-stem-producers.vitest.ts	ts	8			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/unit/compile-command-contracts.vitest.ts	ts	1			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/unit/deep-research-memory-upsert-yaml.vitest.ts	ts	1			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/unit/deep-research-reduce-state.vitest.ts	ts	4			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/unit/executor-config.vitest.ts	ts	2			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/unit/fanout-run.vitest.ts	ts	6			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/unit/mode-append-gateway.vitest.ts	ts	3			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/unit/prompt-pack.vitest.ts	ts	14			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/unit/render-command-contract.vitest.ts	ts	9			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/unit/write-containment.vitest.ts	ts	6			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/runtime/tests/unit/write-set-conflict-graph.vitest.ts	ts	21			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
skill:system-deep-loop	shared	.opencode/skills/system-deep-loop/shared/behavior-benchmark/README.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/shared/behavior-benchmark/tests/README.md	md	1	1	0	test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	swe2 only	
skill:system-deep-loop	shared	.opencode/skills/system-deep-loop/shared/progress/README.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	shared	.opencode/skills/system-deep-loop/shared/rollout/promotion-rule.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-deep-loop	tests	.opencode/skills/system-deep-loop/shared/rollout/tests/README.md	md	2	2	0	test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	swe2 only	
skill:system-skill-advisor	ARCHITECTURE.md	.opencode/skills/system-skill-advisor/ARCHITECTURE.md	md	5	1	4	documentation (1 fenced (runnable); 4 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	INSTALL-GUIDE.md	.opencode/skills/system-skill-advisor/INSTALL-GUIDE.md	md	57	39	18	documentation (39 fenced (runnable); 18 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	README.md	.opencode/skills/system-skill-advisor/README.md	md	12	5	7	documentation (5 fenced (runnable); 7 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	SKILL.md	.opencode/skills/system-skill-advisor/SKILL.md	md	9	0	9	documentation (9 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	changelog	.opencode/skills/system-skill-advisor/changelog/v0.1.0.md	md	15	0	15	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-skill-advisor	changelog	.opencode/skills/system-skill-advisor/changelog/v0.10.0.md	md	1	0	1	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-skill-advisor	changelog	.opencode/skills/system-skill-advisor/changelog/v0.2.0.md	md	1	0	1	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-skill-advisor	changelog	.opencode/skills/system-skill-advisor/changelog/v0.3.0.md	md	3	0	3	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-skill-advisor	changelog	.opencode/skills/system-skill-advisor/changelog/v0.4.0.md	md	5	0	5	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-skill-advisor	changelog	.opencode/skills/system-skill-advisor/changelog/v0.5.0.md	md	3	0	3	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-skill-advisor	changelog	.opencode/skills/system-skill-advisor/changelog/v0.6.0.md	md	1	0	1	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-skill-advisor	changelog	.opencode/skills/system-skill-advisor/changelog/v0.7.0.md	md	5	0	5	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-skill-advisor	changelog	.opencode/skills/system-skill-advisor/changelog/v0.8.0.md	md	2	0	2	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-skill-advisor	changelog	.opencode/skills/system-skill-advisor/changelog/v0.9.0.md	md	1	0	1	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/auto-indexing/anti-stuffing.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/auto-indexing/derived-extraction.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/auto-indexing/df-idf-corpus.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/auto-indexing/doc-frontmatter-harvest.md	md	9	0	9	documentation (9 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/auto-indexing/provenance-and-trust-lanes.md	md	8	0	8	documentation (8 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/auto-indexing/sanitizer.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/auto-indexing/sync.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/cli-surface/advisor-rebuild.md	md	11	0	11	documentation (11 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/cli-surface/advisor-recommend.md	md	10	0	10	documentation (10 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/cli-surface/advisor-status.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/cli-surface/advisor-validate.md	md	7	0	7	documentation (7 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/cli-surface/compat-entrypoint.md	md	4	0	4	documentation (4 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/cli-surface/skill-advisor-cli.md	md	4	0	4	documentation (4 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/cli-surface/skill-graph-scan.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/daemon-and-freshness/cache-invalidation.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/daemon-and-freshness/generation.md	md	4	0	4	documentation (4 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/daemon-and-freshness/lease.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/daemon-and-freshness/lifecycle.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/daemon-and-freshness/rebuild-from-source.md	md	4	0	4	documentation (4 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/daemon-and-freshness/trust-state.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/daemon-and-freshness/watcher.md	md	4	0	4	documentation (4 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/feature-catalog.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/hooks-and-plugin/claude-hook.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/hooks-and-plugin/goal-opencode-plugin.md	md	14	0	14	documentation (14 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/hooks-and-plugin/opencode-plugin-bridge.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/lifecycle-routing/age-haircut.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/lifecycle-routing/archive-handling.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/lifecycle-routing/rollback.md	md	4	0	4	documentation (4 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/lifecycle-routing/schema-migration.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/lifecycle-routing/supersession.md	md	4	0	4	documentation (4 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/python-compat/bench-runner.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/python-compat/cli-shim.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/python-compat/regression-suite.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/scorer-fusion/ablation.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/scorer-fusion/ambiguity.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/scorer-fusion/attribution.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/scorer-fusion/five-lane-fusion.md	md	10	0	10	documentation (10 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/scorer-fusion/projection.md	md	10	0	10	documentation (10 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	feature-catalog	.opencode/skills/system-skill-advisor/feature-catalog/scorer-fusion/weights-config.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	graph-metadata.json	.opencode/skills/system-skill-advisor/graph-metadata.json	json	13			json content naming `.opencode	authored	mechanical rewrite	regenerate	rule:generated	rebuilt by regenerate-skill-derived.cjs
skill:system-skill-advisor	hooks	.opencode/skills/system-skill-advisor/hooks/claude/README.md	md	5	2	3	documentation (2 fenced (runnable); 3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	hooks	.opencode/skills/system-skill-advisor/hooks/claude/directive-lifecycle-boundary.ts	ts	1			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-skill-advisor	hooks	.opencode/skills/system-skill-advisor/hooks/claude/user-prompt-submit.ts	ts	1			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-skill-advisor	hooks	.opencode/skills/system-skill-advisor/hooks/lib/README.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
